id,bedrooms,gla,room_count,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,year_built,close_price,latitude,longitude,std_unit_number,std_street_number,std_street_name,std_city,std_province,std_postal_code,std_full_address,subject_address
267445,3,1692.0,11,2,2,769.0,923.0,,2006,678000.0,50.9029,-114.115,,93,Bridleridge Heights Sw,Calgary,AB,T2Y5H4,"93 Bridleridge Heights Sw, Calgary, AB, T2Y5H4","299 Everoak Dr Sw, Calgary, AB, T2Y0A5"
262894,5,2197.0,14,3,1,1167.0,1029.0,,1997,820000.0,50.9242,-114.101,,29,Evergreen Landing Sw,Calgary,AB,T2Y3J8,"29 Evergreen Landing Sw, Calgary, AB, T2Y3J8","299 Everoak Dr Sw, Calgary, AB, T2Y0A5"
92478,2,1455.0,10,3,1,711.0,742.0,,1997,550000.0,51.146,-114.142,,72,Hamptons Link Nw,Calgary,AB,T3A5V9,"72 Hamptons Link Nw, Calgary, AB, T3A5V9","9449 Hidden Valley Dr Nw, Calgary, AB, T3A5T1"
10223,4,2483.0,18,3,1,1123.0,1359.0,,2014,760000.0,51.0256,-113.811,,209,Kinniburgh Blvd,Chestermere,AB,T1X0M2,"209 Kinniburgh Blvd, Chestermere, AB, T1X0M2","229 Sandpiper Cres, Chestermere, AB, T1X0Y4"
288556,6,2264.0,16,3,1,968.0,1295.0,,2022,786000.0,51.1142,-113.914,,72,Homestead Close Ne,Calgary,AB,T3J2H2,"72 Homestead Close Ne, Calgary, AB, T3J2H2","323 Taracove Estate Dr Ne, Calgary, AB, T3J5A1"
261180,3,1977.0,8,2,1,987.0,989.0,,1999,848400.0,51.059,-114.096,,810,15 Street Nw,Calgary,AB,T2N2B2,"810 15 Street Nw, Calgary, AB, T2N2B2","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36813,2,814.0,7,1,,813.0,,,2002,330000.0,51.0388,-114.063,203,108,15 Avenue Se,Calgary,AB,T2G5R9,"108 15 Avenue Se, Unit 203, Calgary, AB, T2G5R9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
260238,1,727.0,6,1,,727.0,,,1980,208900.0,51.0471,-114.059,1007,221,6 Avenue Se,Calgary,AB,T2G4Z9,"221 6 Avenue Se, Unit 1007, Calgary, AB, T2G4Z9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
94738,2,741.0,4,1,,741.0,,,2006,374000.0,51.0425,-114.089,1908,1110,11 Street Sw,Calgary,AB,T2R1S5,"1110 11 Street Sw, Unit 1908, Calgary, AB, T2R1S5","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
5139,2,754.0,6,2,0,,,,2016,195000.0,53.4021,-113.54,120,3315,James Mowatt Trail Sw,Edmonton,AB,T6W3L9,"3315 James Mowatt Trail Sw, Unit 120, Edmonton, AB, T6W3L9","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
4583,2,798.0,5,2,0,,,,2020,280000.0,53.4048,-113.519,224,1154,Adamson Drive Sw,Edmonton,AB,T6W3N5,"1154 Adamson Drive Sw, Unit 224, Edmonton, AB, T6W3N5","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
4935,2,697.0,5,1,0,,,,2011,170000.0,53.4093,-113.531,107,11804,22 Avenue Sw,Edmonton,AB,T6W2A2,"11804 22 Avenue Sw, Unit 107, Edmonton, AB, T6W2A2","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
4674,1,515.0,4,1,,515.0,,,2015,300000.0,51.0419,-114.055,1508,1122,3 Street Se,Calgary,AB,T2G0E7,"1122 3 Street Se, Unit 1508, Calgary, AB, T2G0E7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36755,1,570.0,4,1,,570.0,,,2018,365000.0,51.0419,-114.069,706,310,12 Avenue Sw,Calgary,AB,T2R1B5,"310 12 Avenue Sw, Unit 706, Calgary, AB, T2R1B5","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
232494,2,1196.0,8,2,,695.0,501.0,,1947,832000.0,51.0614,-114.047,,1106,Regent Crescent Ne,Calgary,AB,T2E5J7,"1106 Regent Crescent Ne, Calgary, AB, T2E5J7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
88679,2,893.0,5,1,,892.0,,,1969,335000.0,51.0508,-114.093,306,1420,Memorial Drive Nw,Calgary,AB,T2N3E5,"1420 Memorial Drive Nw, Unit 306, Calgary, AB, T2N3E5","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
266644,2,788.0,5,2,,788.0,,,2014,440000.0,51.0397,-114.061,1204,1320,1 Street Se,Calgary,AB,T2G0G8,"1320 1 Street Se, Unit 1204, Calgary, AB, T2G0G8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
80206,2,1184.0,6,2,1,,,,2020,319000.0,53.3985,-113.545,21,1110,Daniels Link Sw,Edmonton,AB,T6W4N6,"1110 Daniels Link Sw, Unit 21, Edmonton, AB, T6W4N6","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
96926,2,2116.0,9,2,,2116.0,,,1983,1077500.0,51.0527,-114.073,702E,500,Eau Claire Avenue Sw,Calgary,AB,T2P3R8,"500 Eau Claire Avenue Sw, Unit 702E, Calgary, AB, T2P3R8","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
260127,1,521.0,7,1,,520.0,,,1982,210000.0,51.0509,-114.078,1110,738,3 Avenue Sw,Calgary,AB,T2P0G7,"738 3 Avenue Sw, Unit 1110, Calgary, AB, T2P0G7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
96875,5,2086.0,15,4,,1457.0,628.0,,1928,1140000.0,51.0546,-114.057,,302,2 Avenue Ne,Calgary,AB,T2E0E4,"302 2 Avenue Ne, Calgary, AB, T2E0E4","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
5237,2,1030.0,5,2,0,,,,2016,289000.0,53.3982,-113.521,46,446,Allard Boulevard Sw,Edmonton,AB,T6W3S7,"446 Allard Boulevard Sw, Unit 46, Edmonton, AB, T6W3S7","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
42513,2,1263.0,8,2,,1263.0,,,2001,435000.0,51.0485,-114.087,401,1108,6 Avenue Sw,Calgary,AB,T2P5K1,"1108 6 Avenue Sw, Unit 401, Calgary, AB, T2P5K1","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
214802,1,367.0,8,1,,366.0,,,2018,246500.0,51.0453,-114.05,609,624,8 Avenue Se,Calgary,AB,T2G0M3,"624 8 Avenue Se, Unit 609, Calgary, AB, T2G0M3","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
260223,3,1193.0,8,2,,1193.0,,,2009,492500.0,51.0389,-114.06,3304,210,15 Avenue Se,Calgary,AB,T2G1G4,"210 15 Avenue Se, Unit 3304, Calgary, AB, T2G1G4","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
87306,1,615.0,5,1,,615.0,,,1968,245000.0,51.0396,-114.075,401,605,14 Avenue Sw,Calgary,AB,T2R0M9,"605 14 Avenue Sw, Unit 401, Calgary, AB, T2R0M9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
258888,2,722.0,4,1,,721.0,,,2015,347000.0,51.0589,-114.05,105,811,5 Street Ne,Calgary,AB,T2E3W9,"811 5 Street Ne, Unit 105, Calgary, AB, T2E3W9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
258825,2,1038.0,7,2,,1037.0,,,2016,607500.0,51.0473,-114.052,2602,510,6 Avenue Se,Calgary,AB,T2G0H1,"510 6 Avenue Se, Unit 2602, Calgary, AB, T2G0H1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
12287,3,1499.0,8,2,1,,,,2015,339000.0,53.4048,-113.535,59,2803,James Mowatt Trail Sw,Edmonton,AB,T6W2P5,"2803 James Mowatt Trail Sw, Unit 59, Edmonton, AB, T6W2P5","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
259790,2,662.0,6,2,,662.0,,,2016,345000.0,51.0557,-114.052,106,515,4 Avenue Ne,Calgary,AB,T2E0J9,"515 4 Avenue Ne, Unit 106, Calgary, AB, T2E0J9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
48459,2,1919.0,9,2,,1919.0,,,2003,1050000.0,51.0519,-114.078,801,110,7 Street Sw,Calgary,AB,T2P5M9,"110 7 Street Sw, Unit 801, Calgary, AB, T2P5M9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
5136,2,760.0,5,2,0,,,,2016,195000.0,53.4023,-113.539,415,3207,James Mowatt Trail Sw,Edmonton,AB,T6W3L6,"3207 James Mowatt Trail Sw, Unit 415, Edmonton, AB, T6W3L6","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
82638,2,812.0,5,2,0,,,,2013,183000.0,53.4086,-113.533,316,11803,22 Avenue Sw,Edmonton,AB,T6W2A2,"11803 22 Avenue Sw, Unit 316, Edmonton, AB, T6W2A2","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
80309,3,1501.0,7,2,1,,,,2013,340000.0,53.405,-113.527,20,1623,Cunningham Way Sw,Edmonton,AB,T6W0V8,"1623 Cunningham Way Sw, Unit 20, Edmonton, AB, T6W0V8","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
59527,2,972.0,7,2,0,,,,2014,210000.0,53.4108,-113.538,318,12045,22 Avenue Sw,Edmonton,AB,T6W2Y2,"12045 22 Avenue Sw, Unit 318, Edmonton, AB, T6W2Y2","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
12147,3,1126.0,7,2,1,,,,2022,360500.0,53.4084,-113.517,2,1910,Collip View View Sw,Edmonton,AB,T6W5H4,"1910 Collip View View Sw, Unit 2, Edmonton, AB, T6W5H4","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
262145,2,713.0,5,1,,713.0,,,1979,195000.0,51.0533,-114.055,101,409,1 Avenue Ne,Calgary,AB,T2E3S1,"409 1 Avenue Ne, Unit 101, Calgary, AB, T2E3S1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
259730,2,1113.0,7,2,,1112.0,,,1978,320000.0,51.0401,-114.074,210,540,14 Avenue Sw,Calgary,AB,T2R0M6,"540 14 Avenue Sw, Unit 210, Calgary, AB, T2R0M6","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
36724,2,981.0,6,2,,980.0,,,2017,574900.0,51.0482,-114.082,3205,930,6 Avenue Sw,Calgary,AB,T2P1J3,"930 6 Avenue Sw, Unit 3205, Calgary, AB, T2P1J3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
258586,3,2442.0,10,3,1,,,,2022,1725000.0,51.0535,-114.067,202,88,Waterfront Mews Sw,Calgary,AB,T2P0S7,"88 Waterfront Mews Sw, Unit 202, Calgary, AB, T2P0S7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
95623,2,1188.0,10,2,,1188.0,,,1999,408900.0,51.051,-114.08,401,804,3 Avenue Sw,Calgary,AB,T2P0G9,"804 3 Avenue Sw, Unit 401, Calgary, AB, T2P0G9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
258507,2,799.0,4,1,1,,,,2008,385000.0,51.0404,-114.066,901,135,13 Avenue Sw,Calgary,AB,T2R0W8,"135 13 Avenue Sw, Unit 901, Calgary, AB, T2R0W8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
260557,2,890.0,7,2,,890.0,,,2009,424000.0,51.0403,-114.066,1105,215,13 Avenue Sw,Calgary,AB,T2R0V6,"215 13 Avenue Sw, Unit 1105, Calgary, AB, T2R0V6","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
261997,1,357.0,3,1,,357.0,,,1981,99950.0,51.0506,-114.062,403,116,3 Avenue Se,Calgary,AB,T2G5A9,"116 3 Avenue Se, Unit 403, Calgary, AB, T2G5A9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
42359,3,1038.0,6,1,,1038.0,,,1980,338000.0,51.0538,-114.084,6,1032,1 Avenue Nw,Calgary,AB,T2N0A7,"1032 1 Avenue Nw, Unit 6, Calgary, AB, T2N0A7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36735,3,871.0,6,1,,870.0,,,1968,282500.0,51.0351,-114.07,201,313,20 Avenue Sw,Calgary,AB,T2S0E6,"313 20 Avenue Sw, Unit 201, Calgary, AB, T2S0E6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36814,1,508.0,4,1,,508.0,,,1962,235000.0,51.036,-114.087,205,1904,10 Street Sw,Calgary,AB,T2T3G1,"1904 10 Street Sw, Unit 205, Calgary, AB, T2T3G1","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
87351,1,521.0,5,1,,520.0,,,1981,200000.0,51.0558,-114.05,210,635,4 Avenue Ne,Calgary,AB,T2E0J9,"635 4 Avenue Ne, Unit 210, Calgary, AB, T2E0J9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
258758,2,984.0,6,2,,984.0,,,2017,425000.0,51.0372,-114.064,205,120,18 Avenue Sw,Calgary,AB,T2S0B9,"120 18 Avenue Sw, Unit 205, Calgary, AB, T2S0B9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
88655,2,876.0,7,1,,876.0,,,1962,310000.0,51.036,-114.086,302,1027,Cameron Avenue Sw,Calgary,AB,T2T3E8,"1027 Cameron Avenue Sw, Unit 302, Calgary, AB, T2T3E8","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
262714,1,648.0,8,1,,648.0,,,2006,259900.0,51.0389,-114.061,602,1410,1 Street Se,Calgary,AB,T2G0B5,"1410 1 Street Se, Unit 602, Calgary, AB, T2G0B5","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
88700,2,773.0,5,2,,773.0,,,2009,327000.0,51.0498,-114.056,402,315,3 Street Se,Calgary,AB,T2G0S3,"315 3 Street Se, Unit 402, Calgary, AB, T2G0S3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
81809,1,518.0,5,1,0,,,,2011,130000.0,53.4099,-113.53,109,11808,22 Avenue Sw,Edmonton,AB,T6W2A2,"11808 22 Avenue Sw, Unit 109, Edmonton, AB, T6W2A2","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
36731,1,618.0,7,1,,617.0,,,2008,305000.0,51.0425,-114.087,407,1118,12 Avenue Sw,Calgary,AB,T2R0P4,"1118 12 Avenue Sw, Unit 407, Calgary, AB, T2R0P4","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
97008,2,1955.0,12,2,,1954.0,,,2001,1451500.0,51.0529,-114.075,702,690,Princeton Way Sw,Calgary,AB,T2P5J9,"690 Princeton Way Sw, Unit 702, Calgary, AB, T2P5J9","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36725,1,627.0,7,1,,626.0,,,2016,385500.0,51.0542,-114.086,406,301,10 Street Nw,Calgary,AB,T2N1V8,"301 10 Street Nw, Unit 406, Calgary, AB, T2N1V8","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
4680,3,1045.0,5,2,1,,,,2024,350000.0,53.4,-113.544,30,740,Daniels Way Sw,Edmonton,AB,T6W3L9,"740 Daniels Way Sw, Unit 30, Edmonton, AB, T6W3L9","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
4761,1,492.0,6,1,,492.0,,,2013,313000.0,51.04,-114.075,1006,626,14 Avenue Sw,Calgary,AB,T2R0X4,"626 14 Avenue Sw, Unit 1006, Calgary, AB, T2R0X4","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
4764,2,726.0,8,1,,726.0,,,2003,285000.0,51.048,-114.088,505,1121,6 Avenue Sw,Calgary,AB,T2P5J4,"1121 6 Avenue Sw, Unit 505, Calgary, AB, T2P5J4","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
82765,2,764.0,5,2,0,,,,2011,196000.0,53.4099,-113.53,215,11808,22 Ave Sw,Edmonton,AB,T6W2A2,"11808 22 Ave Sw, Unit 215, Edmonton, AB, T6W2A2","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
83395,2,966.0,6,2,0,,,,2014,215000.0,53.4106,-113.536,423,12035,22 Avenue Sw,Edmonton,AB,T6W2X9,"12035 22 Avenue Sw, Unit 423, Edmonton, AB, T6W2X9","405 Allard Blvd Sw, Edmonton, AB, T6W3T3"
266560,2,760.0,7,2,,760.0,,,2000,290000.0,51.0501,-114.057,357,333,Riverfront Avenue Se,Calgary,AB,T2G5R1,"333 Riverfront Avenue Se, Unit 357, Calgary, AB, T2G5R1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
42530,2,1520.0,10,2,,1520.0,,,1982,450000.0,51.0368,-114.086,304,1731,9A Street Sw,Calgary,AB,T2T6S3,"1731 9A Street Sw, Unit 304, Calgary, AB, T2T6S3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
278549,3,985.0,8,1,1,,,,1979,434000.0,51.0643,-114.061,2,123,13 Avenue Ne,Calgary,AB,T2E1B5,"123 13 Avenue Ne, Unit 2, Calgary, AB, T2E1B5","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
64120,3,1039.0,12,1,1,1039.0,,,1929,740000.0,51.0609,-114.061,,124,9 Avenue Ne,Calgary,AB,T2E0V2,"124 9 Avenue Ne, Calgary, AB, T2E0V2","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
278579,2,1055.0,10,2,,1055.0,,,2003,405000.0,51.0314,-114.062,307,2416,Erlton Street Sw,Calgary,AB,T2S3B7,"2416 Erlton Street Sw, Unit 307, Calgary, AB, T2S3B7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
36807,2,691.0,6,1,,691.0,,,2006,300000.0,51.0435,-114.087,1910,1053,10 Street Sw,Calgary,AB,T2R1S6,"1053 10 Street Sw, Unit 1910, Calgary, AB, T2R1S6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
273478,2,685.0,4,1,,685.0,,,1911,319400.0,51.0434,-114.041,302,812,8 Street Se,Calgary,AB,T2G0S2,"812 8 Street Se, Unit 302, Calgary, AB, T2G0S2","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
278932,1,620.0,6,1,,620.0,,,2007,275000.0,51.0586,-114.052,402,488,7 Avenue Ne,Calgary,AB,T2E0N2,"488 7 Avenue Ne, Unit 402, Calgary, AB, T2E0N2","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
279173,1,748.0,5,1,,748.0,,,2004,397000.0,51.0526,-114.044,404,880,Centre Avenue Ne,Calgary,AB,T2E9C3,"880 Centre Avenue Ne, Unit 404, Calgary, AB, T2E9C3","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
273235,2,842.0,5,2,,842.0,,,2017,515000.0,51.0432,-114.076,502,1010,6 Street Sw,Calgary,AB,T2R1B4,"1010 6 Street Sw, Unit 502, Calgary, AB, T2R1B4","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
42514,2,1088.0,9,2,,1088.0,,,2014,610000.0,51.0555,-114.087,803,1110,3 Avenue Nw,Calgary,AB,T2N4J3,"1110 3 Avenue Nw, Unit 803, Calgary, AB, T2N4J3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
62523,1,576.0,8,1,1,,,,2015,283000.0,51.0677,-114.074,407,605,17 Avenue Nw,Calgary,AB,T2M0N6,"605 17 Avenue Nw, Unit 407, Calgary, AB, T2M0N6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
279995,2,746.0,5,1,,746.0,,,1968,280000.0,51.0578,-114.06,401,209,6 Avenue Ne,Calgary,AB,T2E0L8,"209 6 Avenue Ne, Unit 401, Calgary, AB, T2E0L8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
281202,1,333.0,3,1,,332.0,,,1968,170000.0,51.0393,-114.08,101,812,15 Avenue Sw,Calgary,AB,T2R0S1,"812 15 Avenue Sw, Unit 101, Calgary, AB, T2R0S1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
272076,2,1081.0,6,2,,1081.0,,,2003,378000.0,51.055,-114.053,407,417,3 Avenue Ne,Calgary,AB,T2E0H7,"417 3 Avenue Ne, Unit 407, Calgary, AB, T2E0H7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
271879,2,745.0,7,2,,745.0,,,2016,438000.0,51.0415,-114.056,2104,1188,3 Street Se,Calgary,AB,T2G1H8,"1188 3 Street Se, Unit 2104, Calgary, AB, T2G1H8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
283021,2,995.0,9,2,,994.0,,,2016,555063.0,51.0388,-114.077,903,1501,6 Street Sw,Calgary,AB,T2R0Z7,"1501 6 Street Sw, Unit 903, Calgary, AB, T2R0Z7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
277362,2,729.0,4,1,,729.0,,,2015,425000.0,51.0496,-114.04,303,38,9 Street Ne,Calgary,AB,T2E7X9,"38 9 Street Ne, Unit 303, Calgary, AB, T2E7X9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
9268,3,2094.0,11,3,1,,,,2011,1570000.0,51.0525,-114.067,2421,222,Riverfront Avenue Sw,Calgary,AB,T2P0S7,"222 Riverfront Avenue Sw, Unit 2421, Calgary, AB, T2P0S7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
277215,2,767.0,6,1,,766.0,,,1977,296000.0,51.0403,-114.08,506,812,14 Avenue Sw,Calgary,AB,T2R0N6,"812 14 Avenue Sw, Unit 506, Calgary, AB, T2R0N6","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
4315,1,758.0,5,1,,758.0,,,2019,385000.0,51.0385,-114.084,405,930,16 Avenue Sw,Calgary,AB,T2R1C2,"930 16 Avenue Sw, Unit 405, Calgary, AB, T2R1C2","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
4346,1,793.0,4,1,,793.0,,,2001,260000.0,51.0521,-114.065,806,205,Riverfront Avenue Sw,Calgary,AB,T2P5K4,"205 Riverfront Avenue Sw, Unit 806, Calgary, AB, T2P5K4","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
36819,2,763.0,6,1,,763.0,,,1980,287500.0,51.0408,-114.067,301,220,13 Avenue Sw,Calgary,AB,T2R1L6,"220 13 Avenue Sw, Unit 301, Calgary, AB, T2R1L6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
276248,2,701.0,8,2,,701.0,,,2013,398000.0,51.0351,-114.07,319,323,20 Avenue Sw,Calgary,AB,T2S0E6,"323 20 Avenue Sw, Unit 319, Calgary, AB, T2S0E6","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
278446,1,557.0,5,1,,556.0,,,1981,205000.0,51.0393,-114.063,408,111,14 Avenue Se,Calgary,AB,T2G1C7,"111 14 Avenue Se, Unit 408, Calgary, AB, T2G1C7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
36823,2,879.0,5,2,,879.0,,,2015,447000.0,51.0476,-114.051,704,519,Riverfront Avenue Se,Calgary,AB,T2G1K2,"519 Riverfront Avenue Se, Unit 704, Calgary, AB, T2G1K2","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
275578,2,745.0,6,1,1,,,,1990,230000.0,51.0512,-114.061,703,128,2 Avenue Se,Calgary,AB,T2G,"128 2 Avenue Se, Unit 703, Calgary, AB, T2G","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
36825,2,660.0,4,1,,660.0,,,1978,260000.0,51.0572,-114.059,301,222,5 Avenue Ne,Calgary,AB,T2E0K6,"222 5 Avenue Ne, Unit 301, Calgary, AB, T2E0K6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
278516,1,362.0,6,1,,362.0,,,1977,128000.0,51.0505,-114.063,606,108,3 Avenue Sw,Calgary,AB,T2P0E7,"108 3 Avenue Sw, Unit 606, Calgary, AB, T2P0E7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
4383,2,831.0,7,1,1,,,,1967,292000.0,51.0397,-114.078,1004,733,14 Avenue Sw,Calgary,AB,T2R0N3,"733 14 Avenue Sw, Unit 1004, Calgary, AB, T2R0N3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
4306,1,574.0,5,1,,574.0,,,2015,289900.0,51.0475,-114.05,421,619,Confluence Way Se,Calgary,AB,T2G1C3,"619 Confluence Way Se, Unit 421, Calgary, AB, T2G1C3","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
98036,3,930.0,14,2,,854.0,74.0,,1979,652000.0,51.0694,-114.073,,525,19 Avenue Nw,Calgary,AB,T2M0Y7,"525 19 Avenue Nw, Calgary, AB, T2M0Y7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
282432,2,765.0,6,1,,765.0,,,1978,265000.0,51.0417,-114.079,405,735,12 Avenue Sw,Calgary,AB,T2R1J7,"735 12 Avenue Sw, Unit 405, Calgary, AB, T2R1J7","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
280346,2,878.0,5,2,,878.0,,,2006,350000.0,51.0506,-114.044,104,825,Mcdougall Road Ne,Calgary,AB,T2E5A5,"825 Mcdougall Road Ne, Unit 104, Calgary, AB, T2E5A5","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
4326,2,865.0,5,2,,864.0,,,2015,415000.0,51.0472,-114.051,510,560,6 Avenue Se,Calgary,AB,T2G1K7,"560 6 Avenue Se, Unit 510, Calgary, AB, T2G1K7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
268710,2,798.0,6,1,,798.0,,,1979,275000.0,51.0389,-114.065,203,128,15 Avenue Sw,Calgary,AB,T2R0P5,"128 15 Avenue Sw, Unit 203, Calgary, AB, T2R0P5","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
94743,2,820.0,5,2,,820.0,,,2015,395000.0,51.0677,-114.075,406,607,17 Avenue Nw,Calgary,AB,T2M0N6,"607 17 Avenue Nw, Unit 406, Calgary, AB, T2M0N6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
268021,1,611.0,3,1,,611.0,,,1970,285000.0,51.0326,-114.065,405,112,23 Avenue Sw,Calgary,AB,T2S0J1,"112 23 Avenue Sw, Unit 405, Calgary, AB, T2S0J1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
287650,2,1712.0,8,2,,1712.0,,,1979,760000.0,51.0541,-114.081,4,934,Memorial Drive Nw,Calgary,AB,T2N3C9,"934 Memorial Drive Nw, Unit 4, Calgary, AB, T2N3C9","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
268016,1,685.0,7,1,,685.0,,,2004,265000.0,51.034,-114.068,202,208,Holy Cross Lane Sw,Calgary,AB,T2S3G3,"208 Holy Cross Lane Sw, Unit 202, Calgary, AB, T2S3G3","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
288504,1,632.0,5,1,,631.0,,,1979,255800.0,51.0577,-114.058,106,239,6 Avenue Ne,Calgary,AB,T2E0L8,"239 6 Avenue Ne, Unit 106, Calgary, AB, T2E0L8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
267138,2,857.0,7,2,,857.0,,,1995,360000.0,51.0393,-114.068,113,1410,2 Street Sw,Calgary,AB,T2R1R1,"1410 2 Street Sw, Unit 113, Calgary, AB, T2R1R1","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
